timestamp,symbol,qty,avg_entry,current,market_value,unreal_pl,unreal_plpc
2025-09-30T17:44:15Z,CENX,958.95550441,26.07,29.18,27987.12,2987.15,0.119486
2025-09-30T17:44:15Z,EAT,180.94955124,138.16,125.66,22738.12,-2261.87,-0.090475
2025-09-30T17:50:29Z,ANIP,262.98779590,95.05,93.00,24457.87,-539.12,-0.021568
2025-09-30T17:50:29Z,APH,203.02111589,123.13,122.52,24873.13,-124.86,-0.004995
2025-09-30T17:50:29Z,CENX,958.95550441,26.07,29.26,28059.04,3059.07,0.122363
2025-09-30T17:50:29Z,EAT,180.94955124,138.16,125.74,22752.60,-2247.39,-0.089896
2025-09-30T17:56:50Z,ANIP,262.98779590,95.05,92.95,24444.72,-552.27,-0.022094
2025-09-30T17:56:50Z,APH,203.02111589,123.13,122.55,24880.24,-117.75,-0.004710
2025-09-30T17:56:50Z,CENX,958.95550441,26.07,29.17,27972.73,2972.76,0.118911
2025-09-30T17:56:50Z,EAT,180.94955124,138.16,125.62,22730.88,-2269.11,-0.090764
2025-09-30T18:16:33Z,ANIP,262.98779590,95.05,93.10,24482.85,-514.14,-0.020568
2025-09-30T18:16:33Z,APH,203.02111589,123.13,122.60,24889.37,-108.62,-0.004345
2025-09-30T18:16:33Z,CENX,958.95550441,26.07,29.10,27905.61,2905.64,0.116226
2025-09-30T18:16:33Z,EAT,180.94955124,138.16,126.07,22812.31,-2187.68,-0.087507
2025-09-30T18:40:52Z,ANIP,262.98779590,95.05,92.88,24426.31,-570.68,-0.022830
2025-09-30T18:40:52Z,APH,203.02111589,123.13,122.72,24914.75,-83.24,-0.003330
2025-09-30T18:40:52Z,CENX,958.95550441,26.07,29.14,27943.96,2943.99,0.117760
2025-09-30T18:40:52Z,EAT,180.94955124,138.16,125.56,22719.12,-2280.87,-0.091235
2025-09-30T18:51:21Z,ANIP,262.98779590,95.05,92.72,24384.23,-612.76,-0.024513
2025-09-30T18:51:21Z,APH,203.02111589,123.13,122.77,24924.90,-73.09,-0.002924
2025-09-30T18:51:21Z,CENX,958.95550441,26.07,29.13,27934.37,2934.40,0.117376
2025-09-30T18:51:21Z,EAT,180.94955124,138.16,125.22,22658.50,-2341.49,-0.093660
2025-09-30T18:57:02Z,ANIP,262.98779590,95.05,92.78,24401.32,-595.67,-0.023830
2025-09-30T18:57:02Z,APH,203.02111589,123.13,122.82,24935.05,-62.94,-0.002518
2025-09-30T18:57:02Z,CENX,958.95550441,26.07,29.22,28015.89,3015.92,0.120637
2025-09-30T18:57:02Z,EAT,180.94955124,138.16,125.26,22665.74,-2334.25,-0.093370
2025-09-30T19:10:19Z,ANIP,262.98779590,95.05,92.88,24427.62,-569.37,-0.022777
2025-09-30T19:10:19Z,APH,203.02111589,123.13,123.01,24973.12,-24.87,-0.000995
2025-09-30T19:10:19Z,CENX,958.95550441,26.07,29.23,28030.27,3030.30,0.121212
2025-09-30T19:10:19Z,EAT,180.94955124,138.16,125.25,22663.93,-2336.06,-0.093442
2025-09-30T19:22:34Z,ANIP,262.98779590,95.05,92.59,24350.04,-646.95,-0.025881
2025-09-30T19:22:34Z,APH,203.02111589,123.13,123.27,25026.41,28.42,0.001137
2025-09-30T19:22:34Z,CENX,958.95550441,26.07,29.24,28039.86,3039.89,0.121596
2025-09-30T19:22:34Z,EAT,180.94955124,138.16,125.08,22633.17,-2366.82,-0.094673
2025-09-30T19:28:52Z,ANIP,262.98779590,95.05,92.37,24292.18,-704.81,-0.028196
2025-09-30T19:28:52Z,APH,203.02111589,123.13,123.38,25049.76,51.77,0.002071
2025-09-30T19:28:52Z,CENX,958.95550441,26.07,29.26,28059.04,3059.07,0.122363
2025-09-30T19:28:52Z,EAT,180.94955124,138.16,125.42,22694.69,-2305.30,-0.092212
2025-09-30T19:37:01Z,ANIP,262.98779590,95.05,92.48,24321.11,-675.88,-0.027038
2025-09-30T19:37:01Z,APH,203.02111589,123.13,123.36,25044.68,46.69,0.001868
2025-09-30T19:37:01Z,CENX,958.95550441,26.07,29.28,28083.01,3083.04,0.123322
2025-09-30T19:37:01Z,EAT,180.94955124,138.16,125.67,22739.93,-2260.06,-0.090402
2025-09-30T19:43:34Z,ANIP,262.98779590,95.05,92.41,24302.70,-694.29,-0.027775
2025-09-30T19:43:34Z,APH,203.02111589,123.13,123.42,25055.85,57.86,0.002315
2025-09-30T19:43:34Z,CENX,958.95550441,26.07,29.28,28078.22,3078.25,0.123130
2025-09-30T19:43:34Z,EAT,180.94955124,138.16,125.12,22640.41,-2359.58,-0.094383
2025-09-30T19:49:54Z,ANIP,262.98779590,95.05,91.98,24188.62,-808.37,-0.032339
2025-09-30T19:49:54Z,APH,203.02111589,123.13,123.48,25070.06,72.07,0.002883
2025-09-30T19:49:54Z,CENX,958.95550441,26.07,29.44,28231.65,3231.68,0.129267
2025-09-30T19:49:54Z,EAT,180.94955124,138.16,125.62,22730.88,-2269.11,-0.090764
2025-09-30T19:55:42Z,ANIP,262.98779590,95.05,91.85,24155.43,-841.56,-0.033666
2025-09-30T19:55:42Z,APH,203.02111589,123.13,123.71,25115.74,117.75,0.004710
2025-09-30T19:55:42Z,CENX,958.95550441,26.07,29.52,28308.37,3308.40,0.132336
2025-09-30T19:55:42Z,EAT,180.94955124,138.16,126.30,22853.93,-2146.06,-0.085843
